,Subsistema,Ano,(jan)MWmed,(jan)% med.,(fev)MWmed,(fev)% med.,(mar)MWmed,(mar)% med.,(abr)MWmed,(abr)% med.,(mai)MWmed,(mai)% med.,(jun)MWmed,(jun)% med.,(jul)MWmed,(jul)% med.,(ago)MWmed,(ago)% med.,(set)MWmed,(set)% med.,(out)MWmed,(out)% med.,(nov)MWmed,(nov)% med.,(dez)MWmed,(dez)% med.,(min)MWmed,(min)% med.,(jandez)MWmed,(jandez)% med.,(max)MWmed,(max)% med.
238,NE,1983,14580.04,108.17,22681.55,159.3,28072.61,198.43,21354.21,186.53,13973.15,202.37,8108.38,177.85,6307.86,167.74,5712.83,174.22,4494.21,153.25,5898.84,184.96,11256.44,213.22,17466.1,177.61,4494.21,57.96,13325.52,171.85,28072.61,362.03
239,NE,1984,19119.3,141.84,9688.71,68.05,8398.98,59.37,12440.22,108.67,6333.07,91.72,4387.31,96.23,3877.25,103.1,3476.38,106.02,4178.42,142.48,4442.08,139.28,5486.57,103.93,11550.58,117.46,3476.38,44.83,7781.57,100.35,19119.3,246.56
240,NE,1985,18526.18,137.44,24924.89,175.06,22036.3,155.76,21984.75,192.04,9908.75,143.51,6163.14,135.19,4911.13,130.6,4408.82,134.45,4219.72,143.89,5473.0,171.61,6915.57,131.0,11419.16,116.12,4219.72,54.42,11740.95,151.41,24924.89,321.43
241,NE,1986,18665.06,138.47,22703.13,159.45,15522.02,109.71,7616.66,66.53,5651.46,81.85,4233.47,92.86,3917.01,104.16,3857.65,117.64,3653.88,124.59,3230.59,101.3,3746.04,70.96,5703.41,58.0,3230.59,41.66,8208.36,105.86,22703.13,292.78
242,NE,1987,9699.94,71.96,7956.36,55.88,8200.71,57.97,9140.1,79.84,5583.61,80.87,3730.02,81.82,3420.13,90.95,2756.4,84.06,2694.86,91.89,3089.66,96.88,4522.23,85.66,10721.98,109.03,2694.86,34.75,5959.67,76.86,10721.98,138.27
243,NE,1988,16111.01,119.52,10940.96,76.84,13596.26,96.1,10355.3,90.46,6468.47,93.68,3911.29,85.79,3328.14,88.5,3328.09,101.49,3195.14,108.95,3281.19,102.88,5132.92,97.23,8155.3,82.93,3195.14,41.2,7317.01,94.36,16111.01,207.77
244,NE,1989,11170.44,82.87,7840.81,55.07,9518.19,67.28,6020.03,52.59,4207.66,60.94,3287.17,72.1,3234.04,86.0,3012.8,91.88,2822.13,96.23,3088.53,96.84,5345.14,101.25,20445.19,207.91,2822.13,36.39,6666.01,85.97,20445.19,263.66
245,NE,1990,28011.29,207.81,12420.87,87.24,9666.98,68.33,6645.72,58.05,4255.44,61.63,3397.49,74.52,3490.48,92.82,3209.26,97.87,3232.0,110.21,3540.43,111.01,4449.89,84.29,5182.36,52.7,3209.26,41.39,7291.85,94.04,28011.29,361.24
246,NE,1991,10416.36,77.28,15699.11,110.26,14311.34,101.16,15623.83,136.48,7778.1,112.65,4830.13,105.95,3854.19,102.49,3517.84,107.28,3289.44,112.16,4165.32,130.6,6194.09,117.33,9586.81,97.49,3289.44,42.42,8272.21,106.68,15699.11,202.46
247,NE,1992,15159.99,112.47,29885.82,209.9,39188.22,277.0,13239.74,115.65,8654.24,125.34,5718.99,125.44,4626.81,123.03,4237.53,129.23,4252.77,145.01,5660.99,177.5,12678.92,240.17,16198.17,164.72,4237.53,54.65,13291.85,171.41,39188.22,505.37
248,NE,1993,18028.56,133.75,13782.78,96.8,12504.34,88.38,7933.18,69.3,5705.49,82.63,4329.65,94.97,3785.0,100.65,3622.26,110.46,3234.22,110.28,3805.33,119.32,4027.51,76.29,5825.5,59.24,3234.22,41.71,7215.32,93.05,18028.56,232.5
249,NE,1994,15056.29,111.7,14551.58,102.2,14927.32,105.51,15290.85,133.57,6883.77,99.7,4943.48,108.43,4211.83,112.0,3442.42,104.98,3414.65,116.43,2698.31,84.61,3048.19,57.74,9102.8,92.57,2698.31,34.8,8130.96,104.86,15290.85,197.19
250,NE,1995,8964.3,66.5,8874.21,62.33,9289.34,65.66,8433.85,73.67,5572.65,80.71,4250.78,93.24,3317.1,88.21,2932.02,89.41,2339.85,79.79,2775.32,87.02,5074.87,96.13,9715.5,98.8,2339.85,30.17,5961.65,76.88,9715.5,125.29
251,NE,1996,13771.75,102.17,7067.11,49.63,6486.49,45.85,5727.0,50.03,4012.31,58.11,3147.41,69.04,2639.86,70.2,2092.3,63.81,2042.93,69.66,2454.33,76.96,5105.23,96.7,10168.87,103.41,2042.93,26.35,5392.97,69.55,13771.75,177.6
252,NE,1997,17725.94,131.5,14897.78,104.63,13817.24,97.66,13638.17,119.13,7943.41,115.04,5291.02,116.06,4069.93,108.23,3656.76,111.52,3212.88,109.55,3321.69,104.15,3875.15,73.4,9202.15,93.58,3212.88,41.43,8387.68,108.17,17725.94,228.59
253,NE,1998,10315.86,76.53,9750.4,68.48,9536.27,67.41,4839.96,42.28,3608.42,52.26,2863.0,62.8,2497.37,66.41,2295.14,69.99,2048.68,69.86,2093.23,65.63,5867.2,111.14,9912.71,100.8,2048.68,26.42,5469.02,70.53,10315.86,133.03
254,NE,1999,9321.19,69.15,5679.2,39.89,11690.68,82.63,7650.58,66.83,3943.29,57.11,2795.81,61.32,2388.18,63.51,2087.0,63.65,2332.29,79.53,1878.34,58.9,4859.34,92.05,10058.56,102.29,1878.34,24.22,5390.37,69.51,11690.68,150.76
255,NE,2000,13130.36,97.41,15010.68,105.42,13499.24,95.42,11010.57,96.18,5493.44,79.56,3707.16,81.31,2925.21,77.79,3003.59,91.6,2783.48,94.91,2465.43,77.3,5280.77,100.03,11407.19,116.0,2465.43,31.79,7476.43,96.42,15010.68,193.58
256,NE,2001,10216.13,75.79,5353.94,37.6,5349.21,37.81,4024.48,35.15,2642.69,38.27,2555.52,56.05,2072.17,55.1,1920.2,58.56,2028.95,69.18,2294.64,71.95,3595.04,68.1,6464.03,65.73,1920.2,24.76,4043.08,52.14,10216.13,131.75
257,NE,2002,16829.08,124.85,14609.51,102.61,10668.57,75.41,6936.35,60.59,3355.72,48.6,2720.17,59.67,2581.85,68.66,2026.51,61.8,1586.29,54.09,2072.57,64.99,2831.81,53.64,5517.46,56.11,1586.29,20.46,5977.99,77.09,16829.08,217.03
258,NE,2003,12269.41,91.02,13148.16,92.34,8006.15,56.59,7885.59,68.88,4145.58,60.04,3007.98,65.98,2648.71,70.43,2267.76,69.16,2071.59,70.64,1533.89,48.1,2497.02,47.3,4619.62,46.98,1533.89,19.78,5341.79,68.89,13148.16,169.56
259,NE,2004,9666.96,71.72,14893.14,104.6,20164.49,142.53,15938.15,139.22,8502.73,123.14,4511.31,98.95,3911.04,104.0,3034.1,92.53,2716.35,92.62,2709.67,84.96,3202.06,60.65,5406.63,54.98,2709.67,34.94,7888.05,101.72,20164.49,260.04
260,NE,2005,11832.74,87.78,14948.78,104.99,14561.53,102.93,12408.94,108.4,6703.86,97.09,4427.04,97.11,3571.03,94.96,2974.93,90.72,2904.39,99.04,2737.14,85.82,4062.12,76.95,13025.46,132.46,2737.14,35.3,7846.5,101.19,14948.78,192.78
261,NE,2006,12940.31,96.0,6974.03,48.98,10607.78,74.98,13373.11,116.82,7079.88,102.54,3946.67,86.57,3249.54,86.41,3034.36,92.54,2913.32,99.34,3936.62,123.43,8529.42,161.57,12069.1,122.73,2913.32,37.57,7387.85,95.27,13373.11,172.46
262,NE,2007,16845.71,124.97,21353.03,149.97,20496.71,144.88,7774.3,67.91,4634.08,67.11,3859.35,84.65,3034.79,80.7,2973.56,90.68,2224.85,75.86,1799.8,56.43,1899.21,35.97,4721.7,48.01,1799.8,23.21,7634.76,98.46,21353.03,275.37
263,NE,2008,5809.3,43.1,11415.64,80.18,13448.26,95.06,14190.69,123.96,5893.85,85.36,3381.21,74.17,2786.11,74.09,2509.35,76.53,2001.88,68.26,2188.8,68.63,2698.7,51.12,7207.52,73.29,2001.88,25.82,6127.61,79.02,14190.69,183.0
264,NE,2009,15934.13,118.21,14528.74,102.04,10524.38,74.39,13025.48,113.78,7824.72,113.32,4587.37,100.62,3698.16,98.34,2921.1,89.08,3000.09,102.3,4093.33,128.35,7832.02,148.35,7793.82,79.25,2921.1,37.67,7980.28,102.91,15934.13,205.49
265,NE,2010,10262.22,76.13,5657.04,39.73,7864.55,55.59,8440.7,73.73,3861.28,55.92,3088.0,67.73,2478.89,65.92,2095.85,63.92,2021.34,68.92,2469.72,77.44,5192.83,98.36,9223.11,93.79,2021.34,26.07,5221.3,67.33,10262.22,132.34
266,NE,2011,13137.84,97.47,9298.93,65.31,11513.4,81.38,15192.28,132.71,5887.96,85.27,3684.93,80.83,3150.78,83.78,2430.3,74.11,2180.54,74.35,2744.54,86.06,3927.04,74.39,10529.49,107.07,2180.54,28.12,6973.17,89.93,15192.28,195.92
267,NE,2012,17083.66,126.74,15403.58,108.18,6437.32,45.5,6333.09,55.32,3723.27,53.92,3616.39,79.32,2739.62,72.85,2255.0,68.77,1962.33,66.91,1671.77,52.42,4407.42,83.49,6717.39,68.31,1671.77,21.56,6029.24,77.75,17083.66,220.31
268,NE,2013,5007.06,37.15,10484.76,73.64,5334.8,37.71,8099.07,70.75,4428.39,64.14,3348.59,73.45,2549.59,67.8,2260.92,68.95,1845.63,62.93,2013.95,63.15,2615.24,49.54,8935.39,90.86,1845.63,23.8,4743.62,61.17,10484.76,135.21
269,NE,2014,10864.18,80.6,4144.08,29.11,3957.29,27.97,5263.1,45.97,3274.94,47.43,2167.4,47.54,2290.96,60.92,2116.28,64.54,1985.79,67.71,1555.84,48.78,2534.41,48.01,6532.28,66.43,1555.84,20.06,3890.55,50.17,10864.18,140.11
270,NE,2015,3918.94,29.07,4239.0,29.77,5659.67,40.0,6790.2,59.31,4283.1,62.03,2565.35,56.27,2001.36,53.22,1727.59,52.68,1379.02,47.02,1045.37,32.78,1054.5,19.97,3176.23,32.3,1045.37,13.48,3153.36,40.67,6790.2,87.57
271,NE,2016,7341.84,54.47,13749.24,96.57,4836.23,34.18,2745.22,23.98,1672.38,24.22,1460.12,32.03,1250.1,33.24,1290.5,39.36,1151.36,39.26,1330.89,41.73,2075.97,39.32,5545.42,56.39,1151.36,14.85,3704.11,47.77,13749.24,177.31
272,NE,2017,4106.31,30.46,4911.16,34.49,3512.97,24.83,2783.02,24.31,1651.27,23.91,1534.59,33.66,1268.88,33.74,1201.21,36.63,1022.29,34.86,855.3,26.82,1608.53,30.47,5849.76,59.49,855.3,11.03,2525.44,32.57,5849.76,75.44
273,NE,2018,5413.62,40.16,6754.02,47.44,8002.53,56.56,5556.62,48.54,2460.7,35.64,1731.31,37.98,1489.41,39.61,1336.04,40.74,1276.19,43.52,1415.81,44.39,3802.07,72.02,8736.37,88.84,1276.19,16.46,3997.89,51.56,8736.37,112.66
274,NE,2019,5179.26,38.42,3654.66,25.67,6240.26,44.11,6429.0,56.16,4044.06,58.57,2370.23,51.99,1872.03,49.78,1629.04,49.68,1307.96,44.6,1024.16,32.11,1297.49,24.58,4716.01,47.96,1024.16,13.21,3313.68,42.73,6429.0,82.91
275,NE,2020,6104.2,45.29,11763.36,82.62,13678.35,96.68,11753.79,102.67,5592.16,80.99,3418.92,74.99,2444.37,65.0,2198.02,67.03,1745.15,59.51,1822.48,57.14,4713.22,89.28,4517.92,45.94,1745.15,22.51,5812.66,74.96,13678.35,176.4
276,NE,2021,6103.86,45.28,6022.27,42.3,9855.85,69.66,4107.0,35.88,2683.49,38.86,1596.91,35.03,1613.65,42.91,1359.64,41.46,1265.46,43.15,1311.84,41.13,4133.94,78.31,9872.92,100.4,1265.46,16.32,4160.57,53.65,9872.92,127.32
277,NE,2022,17924.08,132.97,20879.14,146.64,17281.33,122.15,7449.16,65.07,3678.32,53.27,2856.99,62.67,2444.57,65.01,2056.07,62.7,2233.54,76.16,1911.84,59.95,4270.03,80.88,9538.84,97.0,1911.84,24.66,7710.33,99.43,20879.14,269.26
278,NE,med(1931 - 2022),13479.35,100.0,14238.3,100.0,14147.62,100.0,11447.89,100.0,6904.75,100.0,4559.02,100.0,3760.57,100.0,3279.12,100.0,2932.69,100.0,3189.27,100.0,5279.25,100.0,9833.86,100.0,2822.87,36.4,7754.31,100.0,17718.19,228.49
279,N,1931,15764.4,99.57,25975.9,113.88,33212.46,123.19,36119.34,132.99,23369.29,114.07,14843.45,138.79,6549.77,124.68,3991.72,125.35,2832.17,124.94,3281.2,137.67,5935.11,146.08,8713.41,103.54,2832.17,22.73,15049.02,120.79,36119.34,289.9
280,N,1932,15088.57,95.3,21289.35,93.33,26234.2,97.3,19063.59,70.19,11874.94,57.97,6832.85,63.89,4600.56,87.58,2757.47,86.59,2181.0,96.22,2576.94,108.12,4411.12,108.57,8255.26,98.1,2181.0,17.51,10430.49,83.72,26234.2,210.56
281,N,1933,13278.75,83.87,23010.55,100.88,25071.5,92.99,26140.19,96.24,21240.02,103.68,9826.26,91.88,4950.06,94.23,2928.32,91.96,1950.22,86.04,2109.3,88.5,5174.11,127.35,9722.36,115.53,1950.22,15.65,12116.8,97.25,26140.19,209.81
282,N,1934,15585.33,98.44,20312.13,89.05,26172.49,97.07,27131.28,99.89,22621.29,110.42,11821.45,110.54,5430.79,103.38,3142.1,98.67,1854.83,81.83,2284.51,95.85,2988.98,73.57,8486.1,100.84,1854.83,14.89,12319.27,98.88,27131.28,217.76
283,N,1935,21893.72,138.29,28608.81,125.42,30695.89,113.85,36458.89,134.24,28008.43,136.72,18520.2,173.17,7257.28,138.15,4638.13,145.65,3241.74,143.01,2831.15,118.78,4693.59,115.52,10804.17,128.39,2831.15,22.72,16471.0,132.2,36458.89,292.62
284,N,1936,18591.77,117.43,25228.06,110.6,27997.3,103.84,27461.7,101.11,17969.6,87.72,8583.66,80.26,4653.22,88.58,3105.64,97.53,2266.9,100.01,2108.12,88.45,3650.2,89.84,7919.8,94.11,2108.12,16.92,12461.33,100.02,27997.3,224.71
285,N,1937,10619.3,67.07,14601.37,64.01,18384.19,68.19,25826.08,95.09,17901.1,87.38,8929.21,83.49,5393.67,102.67,3213.55,100.92,1958.68,86.41,2278.16,95.58,4871.26,119.89,10957.34,130.21,1958.68,15.72,10411.16,83.56,25826.08,207.28
286,N,1938,18615.43,117.58,20212.18,88.61,21179.76,78.56,27096.51,99.76,21400.95,104.47,12348.31,115.46,4867.99,92.67,3042.88,95.56,2000.8,88.27,2142.49,89.89,3909.5,96.22,6620.36,78.67,2000.8,16.06,11953.1,95.94,27096.51,217.48
287,N,1939,20279.72,128.09,25473.81,111.68,23894.17,88.62,23791.55,87.6,15552.85,75.92,9310.64,87.06,5883.77,112.0,3554.25,111.61,2336.22,103.07,3135.14,131.54,5031.16,123.83,8765.46,104.16,2336.22,18.75,12250.73,98.33,25473.81,204.46
288,N,1940,17267.45,109.07,30070.72,131.83,36585.8,135.7,33080.21,121.8,24158.02,117.92,16634.67,155.54,6979.63,132.86,4184.58,131.41,2911.71,128.45,2959.44,124.17,5813.28,143.08,9903.0,117.68,2911.71,23.37,15879.04,127.45,36585.8,293.64
289,N,1941,15741.45,99.43,18104.71,79.37,24352.18,90.32,27751.79,102.18,17596.1,85.89,9068.23,84.79,4577.54,87.14,2939.72,92.32,2030.02,89.56,3133.53,131.47,6080.41,149.65,10361.38,123.12,2030.02,16.29,11811.42,94.8,27751.79,222.74
290,N,1942,13209.52,83.44,22477.58,98.54,29421.74,109.13,23891.55,87.96,18123.96,88.47,10685.27,99.91,5925.49,112.8,3484.94,109.44,2434.66,107.41,3829.65,160.68,6998.01,172.24,14500.02,172.3,2434.66,19.54,12915.2,103.66,29421.74,236.14
291,N,1943,33289.96,210.27,40570.5,177.86,38492.08,142.77,27948.22,102.9,20774.47,101.41,10435.63,97.58,6625.92,126.13,4533.91,142.38,2700.11,119.12,3457.74,145.07,6477.23,159.42,13460.07,159.95,2700.11,21.67,17397.15,139.63,40570.5,325.63
292,N,1944,16061.11,101.45,22178.4,97.23,25087.35,93.05,27210.22,100.18,21155.88,103.27,10750.08,100.52,5226.73,99.49,3104.73,97.5,2157.41,95.18,2141.03,89.83,4775.49,117.54,9561.8,113.62,2141.03,17.18,12450.85,99.93,27210.22,218.39
293,N,1945,21956.51,138.68,32894.38,144.21,30142.69,111.8,35732.02,131.56,29957.55,146.23,21054.67,196.87,7126.68,135.66,4435.27,139.28,3194.36,140.92,4448.63,186.65,8119.53,199.84,13651.74,162.22,3194.36,25.64,17726.17,142.27,35732.02,286.79
294,N,1946,17968.58,113.49,22646.13,99.28,25769.22,95.58,20531.19,75.59,16648.68,81.27,9180.15,85.84,6820.63,129.84,4180.67,131.29,2572.48,113.49,1577.53,66.19,3289.71,80.97,5444.8,64.7,1577.53,12.66,11385.82,91.38,25769.22,206.83
295,N,1947,13278.34,83.87,23446.32,102.79,29984.3,111.21,35908.18,132.21,24898.13,121.54,14655.4,137.03,5565.74,105.95,3723.7,116.94,2924.74,129.03,3437.34,144.22,6446.18,158.66,10831.1,128.71,2924.74,23.47,14591.62,117.11,35908.18,288.2
296,N,1948,17869.36,112.87,23591.0,103.42,27661.16,102.6,27672.73,101.89,18068.91,88.2,8740.52,81.73,5043.01,96.0,2921.15,91.73,2146.84,94.71,2057.19,86.31,2608.78,64.21,12950.02,153.89,2057.19,16.51,12610.89,101.22,27672.73,222.11
297,N,1949,26781.25,169.16,30099.45,131.95,29418.77,109.11,20611.95,75.89,17577.13,85.8,8804.26,82.32,5483.42,104.38,3369.34,105.81,2270.3,100.16,1870.92,78.5,3768.71,92.76,6380.41,75.82,1870.92,15.02,13036.33,104.63,30099.45,241.58
298,N,1950,9335.24,58.96,16861.48,73.92,21171.83,78.53,25832.86,95.11,22770.53,111.15,14061.0,131.48,5208.16,99.14,2810.75,88.27,1920.49,84.73,2073.98,87.02,3210.16,79.01,6587.02,78.27,1920.49,15.41,10986.96,88.18,25832.86,207.34
299,N,1951,12516.17,79.06,15696.93,68.81,18399.96,68.25,15489.38,57.03,13633.85,66.55,7927.76,74.13,5032.15,95.79,2802.17,88.0,1954.86,86.24,1629.87,68.38,2077.8,51.14,5098.41,60.58,1629.87,13.08,8521.61,68.4,18399.96,147.68
300,N,1952,9725.17,61.43,13693.56,60.03,18857.95,69.94,26104.43,96.11,21932.01,107.06,10766.1,100.67,4840.25,92.14,2847.36,89.42,2089.57,92.18,2024.75,84.95,2425.9,59.71,5989.02,71.17,2024.75,16.25,10108.01,81.13,26104.43,209.52
301,N,1953,12203.83,77.08,17420.29,76.37,18135.55,67.27,23521.13,86.6,19704.88,96.19,12776.57,119.47,4123.67,78.5,2445.57,76.8,1672.09,73.77,2924.3,122.69,4499.98,110.76,8642.19,102.7,1672.09,13.42,10672.5,85.66,23521.13,188.78
302,N,1954,12909.05,81.54,17718.46,77.68,23582.71,87.47,22635.5,83.34,19158.52,93.52,9628.28,90.03,4807.15,91.51,2780.27,87.31,1606.46,70.87,1187.43,49.82,2209.73,54.39,7103.75,84.41,1187.43,9.53,10443.94,83.82,23582.71,189.28
303,N,1955,11631.73,73.47,20999.81,92.06,20237.84,75.06,23307.01,85.81,20740.53,101.24,15808.32,147.82,4487.95,85.43,2564.95,80.55,1726.98,76.19,1803.05,75.65,3996.4,98.36,7044.02,83.7,1726.98,13.86,11195.72,89.86,23307.01,187.07
304,N,1956,13889.26,87.73,19350.09,84.83,23903.93,88.66,25085.79,92.36,21188.42,103.43,10230.93,95.66,6283.57,119.61,3979.21,124.96,2976.31,131.3,2772.37,116.32,6583.76,162.04,14259.96,169.45,2772.37,22.25,12541.97,100.66,25085.79,201.34
305,N,1957,32328.61,204.2,31926.19,139.96,39001.76,144.66,44494.52,163.82,29160.7,142.34,18495.6,172.94,7287.79,138.73,4658.41,146.29,3478.68,153.47,3200.27,134.27,3135.67,77.18,7977.78,94.8,3135.67,25.17,18762.17,150.59,44494.52,357.12
306,N,1958,12265.27,77.47,21380.23,93.73,26717.34,99.1,31754.76,116.92,24667.39,120.41,12696.65,118.72,5131.4,97.68,3311.67,104.0,2370.53,104.58,2362.12,99.1,3280.58,80.74,6001.8,71.32,2362.12,18.96,12661.65,101.62,31754.76,254.87
307,N,1959,18624.16,117.64,27592.51,120.96,29779.12,110.45,28644.52,105.46,22444.41,109.56,11394.8,106.55,5879.84,111.93,3226.06,101.31,2273.33,100.29,1721.24,72.22,2937.31,72.29,6160.1,73.2,1721.24,13.81,13389.78,107.47,29779.12,239.01
308,N,1960,8981.85,56.73,20699.47,90.74,27334.67,101.38,30254.11,111.39,22531.32,109.98,13298.69,124.35,5450.47,103.75,3084.41,96.86,2058.4,90.81,1850.69,77.65,4461.53,109.81,8927.0,106.08,1850.69,14.85,12411.05,99.61,30254.11,242.82
309,N,1961,15878.71,100.29,28138.69,123.36,29654.21,109.99,18065.22,66.51,13933.84,68.02,8246.47,77.11,4904.95,93.37,2911.79,91.44,1899.86,83.81,1416.93,59.45,2640.76,65.0,4366.25,51.88,1416.93,11.37,11004.81,88.33,29654.21,238.01
310,N,1962,8426.28,53.22,14679.08,64.35,20454.49,75.87,24070.23,88.62,15640.32,76.35,6950.76,64.99,3751.78,71.42,3099.5,97.33,1979.01,87.31,1843.87,77.36,3292.42,81.04,7107.78,84.46,1843.87,14.8,9274.63,74.44,24070.23,193.19
311,N,1963,16280.19,102.83,20392.93,89.4,24229.14,89.87,17049.95,62.78,16147.18,78.82,8815.76,82.43,4813.19,91.62,2915.92,91.57,2014.66,88.88,1479.24,62.06,2152.08,52.97,3745.23,44.5,1479.24,11.87,10002.96,80.29,24229.14,194.47
312,N,1964,22449.55,141.8,31227.24,136.9,30584.94,113.44,28675.35,105.58,22394.41,109.32,15390.8,143.91,5343.66,101.72,3097.04,97.26,2069.39,91.29,2656.94,111.47,4391.32,108.08,9718.32,115.48,2069.39,16.61,14833.25,119.05,31227.24,250.63
313,N,1965,12053.87,76.14,21224.88,93.05,25286.2,93.79,31181.04,114.8,24238.77,118.32,11072.88,103.54,5349.99,101.84,3301.0,103.66,2646.87,116.77,2551.31,107.04,3932.06,96.78,8699.06,103.37,2551.31,20.48,12628.16,101.36,31181.04,250.26
314,N,1966,10560.4,66.7,20417.96,89.51,22395.81,83.07,26970.79,99.3,21279.87,103.87,10245.0,95.8,5535.55,105.37,3220.79,101.14,2216.15,97.77,2466.72,103.49,3899.0,95.96,6498.72,77.22,2216.15,17.79,11308.9,90.77,26970.79,216.47
315,N,1967,11625.33,73.43,15470.3,67.82,19223.5,71.3,29714.07,109.4,23395.85,114.2,16513.44,154.41,5017.82,95.52,2873.97,90.25,2086.3,92.04,1874.61,78.65,3117.82,76.74,6527.88,77.57,1874.61,15.05,11453.41,91.93,29714.07,238.49
316,N,1968,10609.38,67.01,14914.95,65.39,29841.21,110.68,30020.82,110.53,20668.02,100.89,9438.75,88.26,4998.25,95.15,2846.89,89.4,2133.35,94.12,1963.11,82.36,3190.78,78.53,12928.4,153.63,1963.11,15.76,11962.83,96.02,30020.82,240.95
317,N,1969,14173.51,89.52,19301.89,84.62,23880.62,88.57,21351.78,78.61,16738.61,81.71,8330.27,77.89,3969.4,75.56,2495.31,78.36,1742.41,76.87,1678.23,70.41,2463.57,60.63,5532.39,65.74,1678.23,13.47,10138.17,81.37,23880.62,191.67
318,N,1970,12718.83,80.34,20803.55,91.2,30959.16,114.83,22273.32,82.01,18743.77,91.5,7457.65,69.73,4011.02,76.35,2657.82,83.46,1928.05,85.06,2103.33,88.25,4315.35,106.21,4619.89,54.9,1928.05,15.47,11049.31,88.68,30959.16,248.48
319,N,1971,5318.4,33.59,10105.08,44.3,14015.51,51.98,19521.71,71.88,16013.86,78.17,9114.68,85.23,4847.31,92.27,2831.33,88.91,1923.17,84.84,2004.76,84.11,5285.95,130.1,9093.28,108.06,1923.17,15.44,8339.59,66.93,19521.71,156.68
320,N,1972,10660.43,67.33,18300.67,80.23,24244.94,89.93,22543.76,83.0,17246.22,84.19,7596.52,71.03,4109.84,78.23,2437.98,76.56,1805.99,79.67,1723.06,72.29,2543.39,62.6,5093.09,60.52,1723.06,13.83,9858.83,79.13,24244.94,194.59
321,N,1973,11616.26,73.37,13077.06,57.33,22537.69,83.59,28071.7,103.36,23130.89,112.91,10748.68,100.51,5752.64,109.51,3789.64,119.01,2394.54,105.64,3182.28,133.51,5985.63,147.32,11785.43,140.05,2394.54,19.22,11839.37,95.02,28071.7,225.31
322,N,1974,14541.99,91.85,25969.85,113.85,33064.21,122.64,36703.79,135.14,33104.05,161.59,20303.82,189.85,8400.24,159.9,4676.23,146.85,3434.22,151.51,3341.56,140.2,4191.28,103.16,8061.34,95.79,3341.56,26.82,16316.05,130.96,36703.79,294.59
323,N,1975,13251.13,83.7,25416.96,111.43,25984.06,96.38,29613.0,109.03,25808.42,125.98,12973.23,121.31,6718.23,127.89,3994.59,125.44,2724.67,120.2,2246.75,94.26,3424.48,84.29,5912.99,70.26,2246.75,18.03,13172.38,105.72,29613.0,237.68
324,N,1976,10396.37,65.67,17313.08,75.9,22898.39,84.93,20732.28,76.33,15778.64,77.02,8539.61,79.85,4729.14,90.02,2683.33,84.26,1954.59,86.23,2755.48,115.61,4775.79,117.54,10186.59,121.05,1954.59,15.69,10228.61,82.1,22898.39,183.79
325,N,1977,16051.56,101.39,30522.52,133.81,28264.33,104.83,25241.15,92.93,27320.79,133.36,14486.19,135.45,7126.93,135.67,3743.08,117.54,2517.21,111.05,3270.08,137.2,5186.03,127.64,8624.51,102.49,2517.21,20.2,14362.87,115.28,30522.52,244.98
326,N,1978,27464.1,173.47,28009.68,122.79,38095.05,141.3,32460.3,119.51,26984.64,131.72,14469.2,135.29,7124.65,135.62,4641.6,145.76,3129.73,138.07,3150.86,132.2,3768.26,92.75,7711.01,91.63,3129.73,25.12,16417.43,131.77,38095.05,305.76
327,N,1979,19395.47,122.51,38368.02,168.2,37084.08,137.55,30008.88,110.49,19413.9,94.77,9319.67,87.14,5206.85,99.12,3610.77,113.39,3426.43,151.16,3491.17,146.47,4947.16,121.76,6627.88,78.76,3426.43,27.5,15075.02,120.99,38368.02,307.95
328,N,1980,17457.91,110.27,36858.34,161.58,46078.52,170.91,35357.43,130.18,18580.0,90.7,8808.25,82.36,5333.61,101.53,3653.0,114.72,2928.19,129.18,2962.35,124.29,4195.77,103.27,10816.5,128.53,2928.19,23.5,16085.82,129.11,46078.52,369.83
329,N,1981,22738.93,143.63,27666.68,121.29,21901.86,81.23,27574.83,101.53,16438.16,80.24,7750.23,72.47,4728.26,90.01,3308.98,103.91,2671.19,117.84,2535.24,106.37,5665.36,139.44,11217.03,133.29,2535.24,20.35,12849.73,103.13,27666.68,222.06
330,N,1982,22629.32,142.93,34549.42,151.46,33403.0,123.89,31849.02,117.26,24715.15,120.64,11648.86,108.92,5990.51,114.03,3804.71,119.48,2975.78,131.28,3596.47,150.89,3823.45,94.11,4587.7,54.52,2975.78,23.88,15297.78,122.78,34549.42,277.3
331,N,1983,10753.46,67.92,30220.14,132.48,27015.15,100.2,26685.25,98.25,12678.67,61.89,6233.26,58.28,3720.61,70.82,2780.98,87.33,2256.82,99.56,2555.29,107.21,4335.14,106.7,8952.13,106.38,2256.82,18.11,11515.58,92.43,30220.14,242.55
332,N,1984,13338.29,84.25,15835.86,69.42,19785.41,73.38,27589.78,101.58,23671.5,115.55,10239.5,95.74,4963.83,94.49,3019.38,94.82,2740.87,120.92,2647.7,111.09,4174.59,102.75,5536.89,65.8,2647.7,21.25,11128.63,89.32,27589.78,221.44
333,N,1985,16741.83,105.75,32310.2,141.65,31766.9,117.82,34377.85,126.57,28791.51,140.54,14405.45,134.7,6699.22,127.52,4034.64,126.7,2735.69,120.69,3305.67,138.69,5909.33,145.44,13729.25,163.15,2735.69,21.96,16233.96,130.3,34377.85,275.92
