id_subsistema,ena_data,ena_bruta_regiao_mwmed,ena_armazenavel_regiao_mwmed,month,ena_bruta_regiao_percentualmlt,ena_armazenavel_regiao_percentualmlt,max,min
NE,2015-05-06,4786.0,4771.0,5,69.66463534883687,69.44629654185137,14750.0,1455.0
S,2015-05-06,5641.0,5354.0,5,64.5353066853735,61.25191136207936,62408.640625,705.690979
SE/CO,2015-05-06,30437.0,29803.0,5,76.69446101122743,75.09692221695998,54106.0,16094.0
N,2015-05-07,14816.0,9130.0,5,72.45076459962661,44.646023271773146,31522.87304688,2819.0
NE,2015-05-07,4901.0,4874.0,5,71.33856620239229,70.9455563498184,14750.0,1455.0
S,2015-05-07,5196.0,4927.0,5,59.44432787399409,56.3668597835198,62408.640625,705.690979
SE/CO,2015-05-07,30687.0,29817.0,5,77.32440533073351,75.13219909885233,54106.0,16094.0
N,2015-05-08,14919.0,8271.0,5,72.95443824661375,40.44548285660851,31522.87304688,2819.0
NE,2015-05-08,4951.0,4919.0,5,72.06636222567724,71.60057277077486,14750.0,1455.0
S,2015-05-08,4825.0,4750.0,5,55.1999387975407,54.34190866079137,62408.640625,705.690979
SE/CO,2015-05-08,31133.0,30558.0,5,78.44822599673238,76.99935406186837,54106.0,16094.0
N,2015-05-09,14667.0,8070.0,5,71.72214932388792,39.46258573967243,31522.87304688,2819.0
NE,2015-05-09,4947.0,4917.0,5,72.00813854381445,71.57146092984347,14750.0,1455.0
S,2015-05-09,4694.0,4629.0,5,53.701246158685194,52.957620040169104,62408.640625,705.690979
SE/CO,2015-05-09,31236.0,30725.0,5,78.70776305636889,77.42015686729845,54106.0,16094.0
N,2015-05-10,14250.0,8252.0,5,69.68300455890113,40.35257218386331,31522.87304688,2819.0
NE,2015-05-10,4913.0,4881.0,5,71.51323724798067,71.04744779307829,14750.0,1455.0
S,2015-05-10,4868.0,4801.0,5,55.69187607594366,54.92536915378091,62408.640625,705.690979
SE/CO,2015-05-10,31151.0,30670.0,5,78.49358198773682,77.28156911700711,54106.0,16094.0
N,2015-05-11,13688.0,8275.0,5,66.93480465980622,40.46504299823908,31522.87304688,2819.0
NE,2015-05-11,4899.0,4868.0,5,71.30945436146088,70.8582208270242,14750.0,1455.0
S,2015-05-11,5225.0,5170.0,5,59.7760995268705,59.14687742658766,62408.640625,705.690979
SE/CO,2015-05-11,31795.0,31303.0,5,80.11631855478451,78.87658813399652,54106.0,16094.0
N,2015-05-12,13193.0,9164.0,5,64.51423713302334,44.81228447563298,31522.87304688,2819.0
NE,2015-05-12,4822.0,4800.0,5,70.18864848560203,69.86841823535666,14750.0,1455.0
S,2015-05-12,5119.0,5067.0,5,58.563416933598106,57.96851603878523,62408.640625,705.690979
SE/CO,2015-05-12,33427.0,32934.0,5,84.22859507252026,82.98634487445425,54106.0,16094.0
N,2015-05-13,12795.0,9307.0,5,62.568003040781754,45.511559538925816,31522.87304688,2819.0
NE,2015-05-13,4697.0,4680.0,5,68.36915842738962,68.12170777947273,14750.0,1455.0
S,2015-05-13,5318.0,5268.0,5,60.840056896439684,60.268036805273454,62408.640625,705.690979
SE/CO,2015-05-13,34460.0,34062.0,5,86.83152500071942,85.82865364406572,54106.0,16094.0
N,2015-05-14,12569.0,8248.0,5,61.46285503865462,40.33301204223274,31522.87304688,2819.0
NE,2015-05-14,4547.0,4515.0,5,66.18577035753472,65.71998090263234,14750.0,1455.0
S,2015-05-14,5180.0,5125.0,5,59.2612814448209,58.63205934453806,62408.640625,705.690979
SE/CO,2015-05-14,34562.0,34152.0,5,87.08854228307791,86.05543359908792,54106.0,16094.0
N,2015-05-15,12315.0,7850.0,5,60.220786045113506,38.38677794999115,31522.87304688,2819.0
NE,2015-05-15,4395.0,4377.0,5,63.97327044674844,63.71126387836585,14750.0,1455.0
S,2015-05-15,4994.0,4930.0,5,57.13336670568255,56.40118098898978,62408.640625,705.690979
SE/CO,2015-05-15,34365.0,33916.0,5,86.5921461593071,85.46076616147417,54106.0,16094.0
N,2015-05-16,11969.0,7276.0,5,58.52883379406931,35.57989762600454,31522.87304688,2819.0
NE,2015-05-16,4241.0,4241.0,5,61.73165869503074,61.73165869503074,14750.0,1455.0
S,2015-05-16,4874.0,4762.0,5,55.760518486883605,54.47919348267126,62408.640625,705.690979
SE/CO,2015-05-16,33290.0,32915.0,5,83.88338558543093,82.9384691061718,54106.0,16094.0
N,2015-05-17,11486.0,6766.0,5,56.166946692178136,33.08597956810702,31522.87304688,2819.0
NE,2015-05-17,4103.0,4092.0,5,59.722941670764236,59.56282654564154,14750.0,1455.0
S,2015-05-17,4638.0,4549.0,5,53.06058365657902,52.04238789430314,62408.640625,705.690979
SE/CO,2015-05-17,32254.0,31878.0,5,81.2728963253977,80.32546006886054,54106.0,16094.0
N,2015-05-18,10978.0,7900.0,5,53.6828087050959,38.63127972037326,31522.87304688,2819.0
NE,2015-05-18,3991.0,3965.0,5,58.09267857860591,57.71422464649773,14750.0,1455.0
S,2015-05-18,4555.0,4485.0,5,52.11103030524309,51.31020217761038,62408.640625,705.690979
SE/CO,2015-05-18,30882.0,30518.0,5,77.81576189994827,76.8985629707474,54106.0,16094.0
N,2015-05-19,10688.0,9488.0,5,52.26469843687967,46.39665594770905,31522.87304688,2819.0
NE,2015-05-19,3910.0,3891.0,5,56.91364902088427,56.63708653203599,14750.0,1455.0
S,2015-05-19,4427.0,4372.0,5,50.646658871857554,50.01743677157471,62408.640625,705.690979
SE/CO,2015-05-19,30092.0,29741.0,5,75.82513785030902,74.94069602572247,54106.0,16094.0
N,2015-05-20,10546.0,9600.0,5,51.57031340899448,46.94433991336497,31522.87304688,2819.0
NE,2015-05-20,3861.0,3841.0,5,56.20040891806501,55.90929050875102,14750.0,1455.0
S,2015-05-20,4232.0,4172.0,5,48.415780516309276,47.72935640690981,62408.640625,705.690979
SE/CO,2015-05-20,28997.0,28722.0,5,73.06598173087235,72.37304297941566,54106.0,16094.0
N,2015-05-21,10490.0,8775.0,5,51.29647142616652,42.91006070206017,31522.87304688,2819.0
NE,2015-05-21,3852.0,3841.0,5,56.069405633873714,55.90929050875102,14750.0,1455.0
S,2015-05-21,4026.0,3972.0,5,46.05905774070443,45.44127604224491,62408.640625,705.690979
SE/CO,2015-05-21,28268.0,28047.0,5,71.2290640951926,70.67219331674922,54106.0,16094.0
N,2015-05-22,10352.0,7743.0,5,50.62164653991189,37.86354416137343,31522.87304688,2819.0
NE,2015-05-22,3855.0,3830.0,5,56.11307339527081,55.74917538362833,14750.0,1455.0
S,2015-05-22,3842.0,3788.0,5,43.95402380521272,43.3362421067532,62408.640625,705.690979
SE/CO,2015-05-22,27683.0,27499.0,5,69.75499438754834,69.29135536839186,54106.0,16094.0
N,2015-05-23,10118.0,7625.0,5,49.47737825452362,37.28651998327166,31522.87304688,2819.0
NE,2015-05-23,3891.0,3866.0,5,56.63708653203599,56.273188520393504,14750.0,1455.0
S,2015-05-23,3837.0,3770.0,5,43.8968217960961,43.13031487393336,62408.640625,705.690979
SE/CO,2015-05-23,27092.0,26927.0,5,68.26580601623594,67.85004276536192,54106.0,16094.0
N,2015-05-24,9682.0,8553.0,5,47.34532281679163,41.824472841563605,31522.87304688,2819.0
NE,2015-05-24,3921.0,3898.0,5,57.073764146006965,56.73897797529588,14750.0,1455.0
S,2015-05-24,4583.0,4512.0,5,52.431361556296174,51.61909302684013,62408.640625,705.690979
SE/CO,2015-05-24,26615.0,26442.0,5,67.06387225461833,66.62795078552011,54106.0,16094.0
N,2015-05-25,9104.0,8180.0,5,44.51888235117445,40.00048963451307,31522.87304688,2819.0
NE,2015-05-25,3939.0,3925.0,5,57.335770714389554,57.131987827869764,14750.0,1455.0
S,2015-05-25,6238.0,6184.0,5,71.36522657389823,70.7474448754387,62408.640625,705.690979
SE/CO,2015-05-25,26208.0,26068.0,5,66.03832290246241,65.685554083539,54106.0,16094.0
N,2015-05-26,8587.0,8137.0,5,41.99073404542344,39.79021811198446,31522.87304688,2819.0
NE,2015-05-26,3929.0,3907.0,5,57.190211509732556,56.869981259487176,14750.0,1455.0
S,2015-05-26,9196.0,9092.0,5,105.20593516729208,104.01613337766634,62408.640625,705.690979
SE/CO,2015-05-26,25969.0,25831.0,5,65.43609613301459,65.08836686864723,54106.0,16094.0
N,2015-05-27,8251.0,7877.0,5,40.34768214845567,38.51880890599749,31522.87304688,2819.0
NE,2015-05-27,3894.0,3876.0,5,56.68075429343308,56.418747725050494,14750.0,1455.0
S,2015-05-27,15134.0,14419.0,5,173.13904119419297,164.95915389051595,62408.640625,705.690979
SE/CO,2015-05-27,25929.0,25797.0,5,65.33530504189362,65.00269444119441,54106.0,16094.0
N,2015-05-28,8043.0,7659.0,5,39.330554783666095,37.45278118713149,31522.87304688,2819.0
NE,2015-05-28,3824.0,3808.0,5,55.661839860834135,55.428945133382946,14750.0,1455.0
S,2015-05-28,18596.0,16521.0,5,212.74571230654237,189.00687852314402,62408.640625,705.690979
SE/CO,2015-05-28,26214.0,26063.0,5,66.05344156613056,65.67295519714888,54106.0,16094.0
N,2015-05-29,7934.0,7623.0,5,38.7975409242331,37.27673991245637,31522.87304688,2819.0
NE,2015-05-29,3781.0,3761.0,5,55.03593528080906,54.744816871495075,14750.0,1455.0
S,2015-05-29,17517.0,16048.0,5,200.40151873917523,183.59556846071155,62408.640625,705.690979
SE/CO,2015-05-29,27042.0,26857.0,5,68.13981715233473,67.67365835590022,54106.0,16094.0
N,2015-05-30,7891.0,7622.0,5,38.58726940170448,37.27184987704873,31522.87304688,2819.0
NE,2015-05-30,3673.0,3648.0,5,53.46389587051354,53.099997858871056,14750.0,1455.0
S,2015-05-30,14755.0,13903.0,5,168.80312890315298,159.0559065496805,62408.640625,705.690979
SE/CO,2015-05-30,27594.0,27482.0,5,69.53073420980418,69.24851915466544,54106.0,16094.0
N,2015-05-31,7782.0,7528.0,5,38.054255542271484,36.81218654873037,31522.87304688,2819.0
NE,2015-05-31,3500.0,3475.0,5,50.945721629947556,50.58182361830507,14750.0,1455.0
S,2015-05-31,12653.0,12223.0,5,144.75540427052488,139.83603148649533,62408.640625,705.690979
SE/CO,2015-05-31,27473.0,27304.0,5,69.22584115916322,68.7999987991771,54106.0,16094.0
N,2015-06-01,7605.0,7361.0,6,71.24393831200564,68.95813674091697,18776.65234375,1811.0
NE,2015-06-01,3337.0,3321.0,6,73.49055645603603,73.13818938882099,5872.0,1142.0
S,2015-06-01,11609.0,11360.0,6,108.01733600819487,105.70048557611283,86961.0,984.0
SE/CO,2015-06-01,27170.0,27052.0,6,83.80622264445189,83.44225009119295,52546.0,15279.0
N,2015-06-02,7344.0,7117.0,6,68.79888007407882,66.67233516982829,18776.65234375,1811.0
NE,2015-06-02,3172.0,3153.0,6,69.85677107538096,69.43833518306312,5872.0,1142.0
S,2015-06-02,10868.0,10640.0,6,101.12261243320371,99.00115902551411,86961.0,984.0
SE/CO,2015-06-02,26749.0,26633.0,6,82.50764260273992,82.1498390758074,52546.0,15279.0
N,2015-06-03,7068.0,6883.0,6,66.2133012477654,64.48021399099734,18776.65234375,1811.0
NE,2015-06-03,3041.0,3017.0,6,66.97176571255785,66.4432151117353,5872.0,1142.0
S,2015-06-03,9761.0,9561.0,6,90.8223978616582,88.96147381982523,86961.0,984.0
SE/CO,2015-06-03,26459.0,26353.0,6,81.61313378540864,81.28617539010823,52546.0,15279.0
N,2015-06-04,6795.0,6641.0,6,63.6558265391293,62.21314849836022,18776.65234375,1811.0
NE,2015-06-04,3056.0,3032.0,6,67.30210983807196,66.7735592372494,5872.0,1142.0
S,2015-06-04,8826.0,8625.0,6,82.12257796608907,80.25234930404693,86961.0,984.0
SE/CO,2015-06-04,26464.0,26362.0,6,81.62855635122469,81.31393600857713,52546.0,15279.0
N,2015-06-05,6579.0,6420.0,6,61.63233006636227,60.14281182946433,18776.65234375,1811.0
NE,2015-06-05,3011.0,2986.0,6,66.31107746152966,65.76050391900617,5872.0,1142.0
S,2015-06-05,7934.0,7769.0,6,73.82285673951401,72.2875944050018,86961.0,984.0
SE/CO,2015-06-05,26452.0,26353.0,6,81.59154219326615,81.28617539010823,52546.0,15279.0
N,2015-06-06,6422.0,6255.0,6,60.161547907915875,58.59708535721174,18776.65234375,1811.0
NE,2015-06-06,2921.0,2896.0,6,64.32901270844508,63.77843916592159,5872.0,1142.0
S,2015-06-06,7166.0,6974.0,6,66.6769084188754,64.89042133871574,86961.0,984.0
SE/CO,2015-06-06,26267.0,26168.0,6,81.02090725807206,80.71554045491413,52546.0,15279.0
N,2015-06-07,6358.0,6172.0,6,59.56199339746638,57.81953810147256,18776.65234375,1811.0
NE,2015-06-07,2813.0,2788.0,6,61.950535004743585,61.39996146222009,5872.0,1142.0
S,2015-06-07,6719.0,6596.0,6,62.5177431853787,61.37327489965142,86961.0,984.0
SE/CO,2015-06-07,25823.0,25702.0,6,79.65138341360623,79.27815732085766,52546.0,15279.0
N,2015-06-08,6339.0,6183.0,6,59.384000652176695,57.92258653295606,18776.65234375,1811.0
NE,2015-06-08,2704.0,2686.0,6,59.550034359341154,59.153621408724234,5872.0,1142.0
S,2015-06-08,6418.0,6348.0,6,59.717052502420074,59.065729087778536,86961.0,984.0
SE/CO,2015-06-08,25483.0,25397.0,6,78.60264893811437,78.3373808060782,52546.0,15279.0
N,2015-06-09,6300.0,6124.0,6,59.01864712237153,57.36987221863544,18776.65234375,1811.0
NE,2015-06-09,2650.0,2618.0,6,58.3607955074904,57.65606137306033,5872.0,1142.0
S,2015-06-09,6149.0,6089.0,6,57.21410966615473,56.65583245360484,86961.0,984.0
SE/CO,2015-06-09,24817.0,24715.0,6,76.54836317141563,76.23374282876807,52546.0,15279.0
N,2015-06-10,6239.0,6035.0,6,58.44719672959937,56.53611672754162,18776.65234375,1811.0
NE,2015-06-10,2613.0,2586.0,6,57.545946664555636,56.951327238630256,5872.0,1142.0
S,2015-06-10,5948.0,5888.0,6,55.34388100411259,54.7856037915627,86961.0,984.0
SE/CO,2015-06-10,24411.0,24322.0,6,75.29605082715182,75.02152915562601,52546.0,15279.0
N,2015-06-11,6142.0,5904.0,6,57.53849692469936,55.30890358896532,18776.65234375,1811.0
NE,2015-06-11,2570.0,2542.0,6,56.59896017141522,55.98231780378891,5872.0,1142.0
S,2015-06-11,6372.0,6316.0,6,59.28903997279849,58.76798124108526,86961.0,984.0
SE/CO,2015-06-11,23819.0,23733.0,6,73.47001903453071,73.20475090249454,52546.0,15279.0
N,2015-06-12,5946.0,5698.0,6,55.7023612364478,53.37908750845603,18776.65234375,1811.0
NE,2015-06-12,2534.0,2520.0,6,55.80613427018139,55.49781308636823,5872.0,1142.0
S,2015-06-12,7503.0,7428.0,6,69.81256542936396,69.11471891367658,86961.0,984.0
SE/CO,2015-06-12,23514.0,23410.0,6,72.52924251975126,72.20845315077727,52546.0,15279.0
N,2015-06-13,5715.0,5476.0,6,53.53834417529418,51.29938280033437,18776.65234375,1811.0
NE,2015-06-13,2507.0,2479.0,6,55.211514844256016,54.5948724766297,5872.0,1142.0
S,2015-06-13,8909.0,8682.0,6,82.89486144344974,80.78271265596932,86961.0,984.0
SE/CO,2015-06-13,23032.0,22919.0,6,71.0425071750834,70.69395718764052,52546.0,15279.0
N,2015-06-14,5489.0,5294.0,6,51.421167310269425,49.594399661243635,18776.65234375,1811.0
NE,2015-06-14,2487.0,2460.0,6,54.771056010237224,54.176436584311844,5872.0,1142.0
S,2015-06-14,20382.0,19200.0,6,189.64676910319818,178.64870801596533,86961.0,984.0
SE/CO,2015-06-14,22604.0,22491.0,6,69.72233554122894,69.37378555378606,52546.0,15279.0
N,2015-06-15,5303.0,5142.0,6,49.6787120142756,48.1704576989261,18776.65234375,1811.0
NE,2015-06-15,2475.0,2454.0,6,54.50678070982595,54.04429893410621,5872.0,1142.0
S,2015-06-15,29032.0,26422.0,6,270.13173391247426,245.84667516655395,86961.0,984.0
SE/CO,2015-06-15,22305.0,22211.0,6,68.80006610542875,68.5101218680869,52546.0,15279.0
N,2015-06-16,5130.0,4988.0,6,48.05804122821682,46.72777965815702,18776.65234375,1811.0
NE,2015-06-16,2468.0,2444.0,6,54.352620117919365,53.82406951709681,5872.0,1142.0
S,2015-06-16,26753.0,24084.0,6,248.92650445578752,224.0924731175265,86961.0,984.0
SE/CO,2015-06-16,22051.0,21970.0,6,68.01659976197308,67.76675419575297,52546.0,15279.0
N,2015-06-17,4940.0,4845.0,6,46.2781137753199,45.388150048871445,18776.65234375,1811.0
NE,2015-06-17,2472.0,2445.0,6,54.44071188472312,53.84609245879775,5872.0,1142.0
S,2015-06-17,22181.0,20009.0,6,206.38578085948578,186.1761457651797,86961.0,984.0
SE/CO,2015-06-17,21868.0,21800.0,6,67.45213385310541,67.24238695800703,52546.0,15279.0
N,2015-06-18,4775.0,4666.0,6,44.73238730306731,43.71127102745803,18776.65234375,1811.0
NE,2015-06-18,2461.0,2441.0,6,54.19845952601279,53.75800069199399,5872.0,1142.0
S,2015-06-18,24101.0,21639.0,6,224.25065166108232,201.34267670611843,86961.0,984.0
SE/CO,2015-06-18,21763.0,21683.0,6,67.12825997096822,66.88149891791132,52546.0,15279.0
N,2015-06-19,4603.0,4556.0,6,43.121084556234315,42.68078671262297,18776.65234375,1811.0
NE,2015-06-19,2447.0,2426.0,6,53.89013834219963,53.4276565664799,5872.0,1142.0
S,2015-06-19,24962.0,22011.0,6,232.26192966117327,204.80399542392774,86961.0,984.0
SE/CO,2015-06-19,21738.0,21651.0,6,67.05114714188794,66.78279449668855,52546.0,15279.0
N,2015-06-20,4447.0,4420.0,6,41.65967043701369,41.40673337791781,18776.65234375,1811.0
NE,2015-06-20,2416.0,2387.0,6,53.2074271494705,52.568761840143246,5872.0,1142.0
S,2015-06-20,22123.0,20082.0,6,205.84611288735422,186.85538304044874,86961.0,984.0
SE/CO,2015-06-20,21611.0,21504.0,6,66.65941397016009,66.32937106169648,52546.0,15279.0
N,2015-06-21,4306.0,4256.0,6,40.33877690617965,39.87037494489099,18776.65234375,1811.0
NE,2015-06-21,2398.0,2366.0,6,52.811014198853584,52.10628006442351,5872.0,1142.0
S,2015-06-21,19039.0,17601.0,6,177.1506641622898,163.77062030151072,86961.0,984.0
SE/CO,2015-06-21,21519.0,21396.0,6,66.37563875914465,65.99624364006965,52546.0,15279.0
N,2015-06-22,4215.0,4182.0,6,39.48628533663429,39.17714004218377,18776.65234375,1811.0
NE,2015-06-22,2412.0,2379.0,6,53.11933538266674,52.392578306535725,5872.0,1142.0
S,2015-06-22,16952.0,16084.0,6,157.73192178576272,149.65551144420763,86961.0,984.0
SE/CO,2015-06-22,21244.0,21140.0,6,65.52739763926154,65.20660827028756,52546.0,15279.0
N,2015-06-23,4130.0,4100.0,6,38.69000200244356,38.40896082567036,18776.65234375,1811.0
NE,2015-06-23,2411.0,2386.0,6,53.0973124409658,52.54673889844231,5872.0,1142.0
S,2015-06-23,17541.0,15818.0,6,163.21234308896084,147.18048246856978,86961.0,984.0
SE/CO,2015-06-23,20967.0,20879.0,6,64.67298749305199,64.4015503346894,52546.0,15279.0
N,2015-06-24,4032.0,4011.0,6,37.771934158317784,37.575205334576545,18776.65234375,1811.0
NE,2015-06-24,2377.0,2345.0,6,52.34853242313385,51.64379828870377,5872.0,1142.0
S,2015-06-24,16453.0,14741.0,6,153.08891630138945,137.1594065032992,86961.0,984.0
SE/CO,2015-06-24,20674.0,20558.0,6,63.76922513623108,63.411421609298564,52546.0,15279.0
N,2015-06-25,3925.0,3891.0,6,36.76955396116004,36.451040627483756,18776.65234375,1811.0
NE,2015-06-25,2325.0,2299.0,6,51.20333945468498,50.630742970460545,5872.0,1142.0
S,2015-06-25,14788.0,13820.0,6,137.59672365312997,128.58985129065837,86961.0,984.0
SE/CO,2015-06-25,20342.0,20183.0,6,62.74516676604491,62.25472917309431,52546.0,15279.0
N,2015-06-26,3813.0,3790.0,6,35.72033356787344,35.504868665680654,18776.65234375,1811.0
NE,2015-06-26,2253.0,2227.0,6,49.61768765221731,49.04509116799288,5872.0,1142.0
S,2015-06-26,13322.0,12549.0,6,123.95615042649428,116.76367900480984,86961.0,984.0
SE/CO,2015-06-26,19954.0,19769.0,6,61.54837565871892,60.97774072352482,52546.0,15279.0
N,2015-06-27,3742.0,3730.0,6,35.05520278284354,34.94278631213426,18776.65234375,1811.0
NE,2015-06-27,2217.0,2192.0,6,48.82486175098348,48.274288208459986,5872.0,1142.0
S,2015-06-27,12231.0,11645.0,6,113.80480977829541,108.3523023357248,86961.0,984.0
SE/CO,2015-06-27,19609.0,19431.0,6,60.48421861741101,59.93517527435939,52546.0,15279.0
N,2015-06-28,3664.0,3653.0,6,34.32449572323322,34.22144729174972,18776.65234375,1811.0
NE,2015-06-28,2210.0,2183.0,6,48.670701159076906,48.07608173315153,5872.0,1142.0
S,2015-06-28,11012.0,10714.0,6,102.46247774332345,99.68970092099232,86961.0,984.0
SE/CO,2015-06-28,19238.0,19020.0,6,59.3398642338596,58.667440364279535,52546.0,15279.0
N,2015-06-29,3601.0,3591.0,6,33.73430925200951,33.64062885975177,18776.65234375,1811.0
NE,2015-06-29,2180.0,2156.0,6,48.01001290804871,47.48146230722615,5872.0,1142.0
S,2015-06-29,10011.0,9790.0,6,93.14855291394942,91.092231847724,86961.0,984.0
SE/CO,2015-06-29,18904.0,18674.0,6,58.30963683734702,57.60019880980841,52546.0,15279.0
N,2015-06-30,3526.0,3513.0,6,33.031706310076515,32.90992180014146,18776.65234375,1811.0
NE,2015-06-30,2109.0,2107.0,6,46.44638404728199,46.40233816388011,5872.0,1142.0
S,2015-06-30,10894.0,10448.0,6,101.364532558642,97.21467194535447,86961.0,984.0
SE/CO,2015-06-30,18667.0,18539.0,6,57.57860721766593,57.18378953277488,52546.0,15279.0
N,2015-07-01,3486.0,3476.0,7,66.45106626640825,66.26044358635544,7787.74707031,1199.0
NE,2015-07-01,2073.0,2059.0,7,55.33278787628477,54.959098040168996,4116.0,1124.0
S,2015-07-01,10924.0,10382.0,7,100.52474361036163,95.5371556355524,62457.0,1124.0
SE/CO,2015-07-01,19121.0,18978.0,7,75.04351757063615,74.4822904898035,48928.0,12895.22753906
N,2015-07-02,3398.0,3386.0,7,64.77358668194356,64.54483946588019,7787.74707031,1199.0
NE,2015-07-02,2042.0,2021.0,7,54.505331810599856,53.944797056426204,4116.0,1124.0
S,2015-07-02,10477.0,9976.0,7,96.41136385991933,91.8010657503632,62457.0,1124.0
SE/CO,2015-07-02,20235.0,20126.0,7,79.41559427026947,78.98780579606836,48928.0,12895.22753906
N,2015-07-03,3342.0,3342.0,7,63.706099673647834,63.706099673647834,7787.74707031,1199.0
NE,2015-07-03,2074.0,2061.0,7,55.35948000743589,55.01248230247125,4116.0,1124.0
S,2015-07-03,11006.0,10547.0,7,101.27932334086782,97.05551728840022,62457.0,1124.0
SE/CO,2015-07-03,22470.0,22347.0,7,88.1872203238426,87.7044865410285,48928.0,12895.22753906
N,2015-07-04,3277.0,3277.0,7,62.467052253304594,62.467052253304594,7787.74707031,1199.0
NE,2015-07-04,2079.0,2054.0,7,55.492940663191526,54.82563738441337,4116.0,1124.0
S,2015-07-04,11094.0,10519.0,7,102.08911622238666,96.79785591700787,62457.0,1124.0
SE/CO,2015-07-04,24332.0,24183.0,7,95.49494636936974,94.91017129913153,48928.0,12895.22753906
N,2015-07-05,3248.0,3248.0,7,61.91424648115146,61.91424648115146,7787.74707031,1199.0
NE,2015-07-05,2069.0,2036.0,7,55.226019351680264,54.34517902369309,4116.0,1124.0
S,2015-07-05,10464.0,10173.0,7,96.29173536605859,93.61389754194515,62457.0,1124.0
SE/CO,2015-07-05,27910.0,27720.0,7,109.5373973848886,108.79171105371236,48928.0,12895.22753906
N,2015-07-06,3216.0,3209.0,7,61.30425390498248,61.17081802894551,7787.74707031,1199.0
NE,2015-07-06,2059.0,2034.0,7,54.959098040168996,54.29179476139084,4116.0,1124.0
S,2015-07-06,10273.0,10124.0,7,94.53411672548928,93.16299014200852,62457.0,1124.0
SE/CO,2015-07-06,29592.0,29454.0,7,116.13868374824878,115.59707999192078,48928.0,12895.22753906
N,2015-07-07,3202.0,3202.0,7,61.03738215290855,61.03738215290855,7787.74707031,1199.0
NE,2015-07-07,2057.0,2032.0,7,54.905713777866744,54.23841049908859,4116.0,1124.0
S,2015-07-07,12971.0,12766.0,7,119.36163029751013,117.47518097124464,62457.0,1124.0
SE/CO,2015-07-07,30054.0,29869.0,7,117.95187893247731,117.22581592580572,48928.0,12895.22753906
N,2015-07-08,3157.0,3110.0,7,60.17958009267092,59.28365349642273,7787.74707031,1199.0
NE,2015-07-08,2094.0,2062.0,7,55.89332263045842,55.03917443362238,4116.0,1124.0
S,2015-07-08,18974.0,17935.0,7,174.60238788566474,165.04131056864114,62457.0,1124.0
SE/CO,2015-07-08,29062.0,28901.0,7,114.05861135075716,113.42674030170782,48928.0,12895.22753906
N,2015-07-09,3111.0,3080.0,7,59.302715764428015,58.711785456264316,7787.74707031,1199.0
NE,2015-07-09,2100.0,2073.0,7,56.05347541736518,55.33278787628477,4116.0,1124.0
S,2015-07-09,24833.0,21768.0,7,228.51802984951576,200.31331187388795,62457.0,1124.0
SE/CO,2015-07-09,28447.0,28287.0,7,111.6449424366867,111.01699605253829,48928.0,12895.22753906
N,2015-07-10,3075.0,3054.0,7,58.61647411623791,58.216166488127016,7787.74707031,1199.0
NE,2015-07-10,2139.0,2114.0,7,57.0944685322591,56.42716525348094,4116.0,1124.0
S,2015-07-10,25409.0,20005.0,7,233.81849234673,184.08984766800478,62457.0,1124.0
SE/CO,2015-07-10,29424.0,29118.0,7,115.47934004489295,114.2783925852091,48928.0,12895.22753906
N,2015-07-11,2999.0,2992.0,7,57.16774174783658,57.03430587179962,7787.74707031,1199.0
NE,2015-07-11,2168.0,2141.0,7,57.86854033564176,57.14785279456135,4116.0,1124.0
S,2015-07-11,24917.0,20024.0,7,229.29101396369285,184.26468931287818,62457.0,1124.0
SE/CO,2015-07-11,30580.0,29062.0,7,120.01625267036522,114.05861135075716,48928.0,12895.22753906
N,2015-07-12,2907.0,2852.0,7,55.41401309135077,54.36558835106033,7787.74707031,1199.0
NE,2015-07-12,2070.0,2046.0,7,55.25271148283139,54.61210033520436,4116.0,1124.0
S,2015-07-12,26292.0,21505.0,7,241.94402773742473,197.89313542116685,62457.0,1124.0
SE/CO,2015-07-12,32195.0,26924.0,7,126.35458648536326,105.66767779257401,48928.0,12895.22753906
N,2015-07-13,2836.0,2780.0,7,54.06059206297584,52.99310505468013,7787.74707031,1199.0
NE,2015-07-13,1966.0,1941.0,7,52.476729843114256,51.8094265643361,4116.0,1124.0
S,2015-07-13,29330.0,22056.0,7,269.90028653349566,202.96354312249505,62457.0,1124.0
SE/CO,2015-07-13,34207.0,30036.0,7,134.25101226602953,117.88123496426063,48928.0,12895.22753906
N,2015-07-14,2779.0,2779.0,7,52.97404278667484,52.97404278667484,7787.74707031,1199.0
NE,2015-07-14,1912.0,1889.0,7,51.03535476095344,50.421435744477535,4116.0,1124.0
S,2015-07-14,50188.0,28444.0,7,461.83960383713196,261.7471445672946,62457.0,1124.0
SE/CO,2015-07-14,36028.0,30320.0,7,141.39782705061864,118.99583979612406,48928.0,12895.22753906
N,2015-07-15,2696.0,2696.0,7,51.39187454223656,51.39187454223656,7787.74707031,1199.0
NE,2015-07-15,1872.0,1848.0,7,49.96766951490839,49.32705836728135,4116.0,1124.0
S,2015-07-15,62396.0,30118.0,7,574.1799617642002,277.1516136998235,62457.0,1124.0
SE/CO,2015-07-15,36233.0,31476.0,7,142.2023833553088,123.53275242159633,48928.0,12895.22753906
N,2015-07-16,2617.0,2617.0,7,49.885955369819385,49.885955369819385,7787.74707031,1199.0
